date,price,cost,comp1_price,comp2_price,comp3_price,volume,gap_comp1,gap_comp2,gap_comp3,price_lag_1,volume_lag_1,volume_ma_7,volume_ma_30
2023-07-20,98.48,85.12,98.43,99.05,95.97,13485,0.04999999999999716,-0.5699999999999932,2.510000000000005,94.65,14338.0,13859.0,14139.033333333333
2023-07-21,96.71,84.86,95.65,97.01,96.97,13388,1.059999999999988,-0.30000000000001137,-0.2600000000000051,98.48,13485.0,13751.0,14118.033333333333
2023-07-22,95.32,86.69,95.52,95.84,96.95,14218,-0.20000000000000284,-0.5200000000000102,-1.6300000000000097,96.71,13388.0,13902.142857142857,14104.666666666666
2023-07-23,90.45,84.6,88.86,90.85,91.65,12817,1.5900000000000034,-0.3999999999999915,-1.2000000000000028,95.32,14218.0,13716.857142857143,14059.966666666667
2023-07-24,93.02,84.31,92.45,92.74,91.99,13918,0.5699999999999932,0.28000000000000114,1.0300000000000011,90.45,12817.0,13685.57142857143,14064.633333333333
2023-07-25,98.1,85.85,98.36,98.31,98.08,14179,-0.2600000000000051,-0.21000000000000796,0.01999999999999602,93.02,13918.0,13763.285714285714,14054.7
2023-07-26,95.6,84.98,93.48,95.67,94.78,14321,2.1199999999999903,-0.07000000000000739,0.8199999999999932,98.1,14179.0,13760.857142857143,14054.0
2023-07-27,92.14,84.73,91.81,90.82,91.34,13080,0.3299999999999983,1.3200000000000074,0.7999999999999972,95.6,14321.0,13703.0,14024.2
2023-07-28,96.09,86.06,94.05,96.37,95.64,13273,2.0400000000000063,-0.28000000000000114,0.45000000000000284,92.14,13080.0,13686.57142857143,13942.366666666667
2023-07-29,97.02,85.85,97.74,97.6,96.81,13132,-0.7199999999999989,-0.5799999999999983,0.20999999999999375,96.09,13273.0,13531.42857142857,13912.2
2023-07-30,96.2,86.15,97.31,96.83,97.05,13911,-1.1099999999999994,-0.6299999999999955,-0.8499999999999943,97.02,13132.0,13687.714285714286,13905.266666666666
2023-07-31,94.39,85.78,94.58,95.21,94.85,14264,-0.18999999999999773,-0.8199999999999932,-0.45999999999999375,96.2,13911.0,13737.142857142857,13897.6
2023-08-01,96.75,87.54,96.98,96.77,96.02,13728,-0.23000000000000398,-0.01999999999999602,0.730000000000004,94.39,14264.0,13672.714285714286,13911.3
2023-08-02,96.49,87.6,96.27,95.09,96.81,15462,0.21999999999999886,1.3999999999999915,-0.3200000000000074,96.75,13728.0,13835.714285714286,13988.933333333332
2023-08-03,93.98,87.22,95.11,96.87,95.16,14986,-1.1299999999999955,-2.8900000000000006,-1.1799999999999926,96.49,15462.0,14108.0,14025.166666666666
2023-08-04,102.18,88.51,103.42,101.78,101.37,13775,-1.2399999999999949,0.4000000000000057,0.8100000000000023,93.98,14986.0,14179.714285714286,13964.733333333334
2023-08-05,96.48,86.64,97.34,96.44,95.27,13141,-0.8599999999999994,0.04000000000000625,1.210000000000008,102.18,13775.0,14181.0,13924.3
2023-08-06,98.35,86.15,97.28,99.54,98.9,13038,1.0699999999999932,-1.190000000000012,-0.5500000000000114,96.48,13141.0,14056.285714285714,13908.6
2023-08-07,101.24,86.68,100.55,98.7,101.38,13854,0.6899999999999977,2.539999999999992,-0.14000000000000057,98.35,13038.0,13997.714285714286,13905.966666666667
2023-08-08,99.83,87.02,99.83,99.49,99.16,14872,0.0,0.3400000000000034,0.6700000000000017,101.24,13854.0,14161.142857142857,13951.1
2023-08-09,97.29,87.24,95.23,96.11,97.38,13286,2.0600000000000023,1.1800000000000068,-0.0899999999999892,99.83,14872.0,13850.285714285714,13921.9
2023-08-10,98.15,87.43,99.05,99.08,96.84,13982,-0.8999999999999915,-0.9299999999999926,1.3100000000000023,97.29,13286.0,13706.857142857143,13901.5
2023-08-11,97.98,87.42,98.91,95.24,97.53,13264,-0.9299999999999926,2.740000000000009,0.45000000000000284,98.15,13982.0,13633.857142857143,13856.366666666667
2023-08-12,95.18,86.45,93.52,94.55,93.55,13009,1.6600000000000108,0.6300000000000097,1.6300000000000097,97.98,13264.0,13615.0,13797.033333333333
2023-08-13,98.67,87.98,97.71,98.02,97.15,13871,0.960000000000008,0.6500000000000057,1.519999999999996,95.18,13009.0,13734.0,13787.933333333332
2023-08-14,93.81,86.8,95.46,94.88,93.7,13671,-1.6499999999999915,-1.0699999999999932,0.10999999999999943,98.67,13871.0,13707.857142857143,13804.966666666667
2023-08-15,100.7,87.89,100.53,100.73,101.45,14301,0.1700000000000017,-0.030000000000001137,-0.75,93.81,13671.0,13626.285714285714,13811.2
2023-08-16,96.42,87.36,96.98,95.72,97.38,14477,-0.5600000000000023,0.7000000000000028,-0.9599999999999937,100.7,14301.0,13796.42857142857,13822.533333333333
2023-08-17,97.95,87.2,97.94,96.89,97.84,13675,0.010000000000005116,1.0600000000000023,0.10999999999999943,96.42,14477.0,13752.57142857143,13823.866666666667
2023-08-18,97.81,87.11,98.07,97.57,96.15,13248,-0.2599999999999909,0.2400000000000091,1.6599999999999966,97.95,13675.0,13750.285714285714,13787.533333333333
2023-08-19,95.19,87.18,95.34,95.77,96.47,13861,-0.15000000000000568,-0.5799999999999983,-1.2800000000000011,97.81,13248.0,13872.0,13800.066666666668
2023-08-20,99.11,87.15,99.37,99.17,98.63,12640,-0.2600000000000051,-0.060000000000002274,0.480000000000004,95.19,13861.0,13696.142857142857,13775.133333333333
2023-08-21,95.44,87.68,97.9,96.36,96.91,14689,-2.460000000000008,-0.9200000000000017,-1.4699999999999989,99.11,12640.0,13841.57142857143,13790.833333333334
2023-08-22,98.14,86.9,98.41,95.74,96.8,13147,-0.269999999999996,2.4000000000000057,1.3400000000000034,95.44,14689.0,13676.714285714286,13801.833333333334
2023-08-23,93.57,87.11,94.38,94.05,93.53,14461,-0.8100000000000023,-0.480000000000004,0.03999999999999204,98.14,13147.0,13674.42857142857,13819.933333333332
2023-08-24,96.46,87.04,95.76,96.25,97.22,14091,0.6999999999999886,0.20999999999999375,-0.7600000000000051,93.57,14461.0,13733.857142857143,13817.0
2023-08-25,101.69,88.25,102.64,100.5,102.66,14879,-0.9500000000000028,1.1899999999999977,-0.9699999999999989,96.46,14091.0,13966.857142857143,13835.6
2023-08-26,94.27,86.31,94.88,93.07,92.12,12786,-0.6099999999999994,1.2000000000000028,2.1499999999999915,101.69,14879.0,13813.285714285714,13825.8
2023-08-27,94.42,88.09,96.67,96.84,96.57,12446,-2.25,-2.4200000000000017,-2.1499999999999915,94.27,12786.0,13785.57142857143,13798.233333333334
2023-08-28,98.53,86.65,98.8,99.01,97.82,12626,-0.269999999999996,-0.480000000000004,0.710000000000008,94.42,12446.0,13490.857142857143,13781.366666666667
2023-08-29,96.42,85.87,95.89,96.54,97.08,14638,0.5300000000000011,-0.12000000000000455,-0.6599999999999966,98.53,12626.0,13703.857142857143,13805.6
2023-08-30,97.34,86.78,98.05,96.88,98.18,15345,-0.7099999999999937,0.46000000000000796,-0.8400000000000034,96.42,14638.0,13830.142857142857,13841.633333333333
2023-08-31,98.56,86.19,96.15,97.62,97.75,14254,2.4099999999999966,0.9399999999999977,0.8100000000000023,97.34,15345.0,13853.42857142857,13859.166666666666
2023-09-01,97.5,87.37,98.61,98.18,97.84,13921,-1.1099999999999994,-0.6800000000000068,-0.3400000000000034,98.56,14254.0,13716.57142857143,13807.8
2023-09-02,98.43,86.52,98.56,98.04,96.83,13811,-0.12999999999999545,0.39000000000000057,1.6000000000000085,97.5,13921.0,13863.0,13768.633333333333
2023-09-03,97.06,86.39,97.44,96.06,96.82,12912,-0.37999999999999545,1.0,0.2400000000000091,98.43,13811.0,13929.57142857143,13739.866666666667
2023-09-04,95.46,85.31,94.45,93.07,95.83,14319,1.009999999999991,2.3900000000000006,-0.37000000000000455,97.06,12912.0,14171.42857142857,13779.133333333333
2023-09-05,97.31,86.21,97.42,97.16,98.94,13606,-0.10999999999999943,0.15000000000000568,-1.6299999999999955,95.46,14319.0,14024.0,13798.066666666668
2023-09-06,98.46,84.68,99.3,98.64,99.19,14262,-0.8400000000000034,-0.18000000000000682,-0.730000000000004,97.31,13606.0,13869.285714285714,13811.666666666666
2023-09-07,96.24,85.66,94.96,95.3,95.83,12881,1.2800000000000011,0.9399999999999977,0.4099999999999966,98.46,14262.0,13673.142857142857,13745.3
2023-09-08,95.24,87.4,93.84,95.03,95.83,13333,1.3999999999999915,0.20999999999999375,-0.5900000000000034,96.24,12881.0,13589.142857142857,13746.866666666667
2023-09-09,98.19,87.13,101.09,98.4,98.79,13438,-2.9000000000000057,-0.21000000000000796,-0.6000000000000085,95.24,13333.0,13535.857142857143,13728.733333333334
2023-09-10,97.03,87.08,98.23,97.45,96.71,13514,-1.2000000000000028,-0.4200000000000017,0.3200000000000074,98.19,13438.0,13621.857142857143,13737.066666666668
2023-09-11,92.24,86.59,90.95,90.92,93.91,13927,1.289999999999992,1.3199999999999932,-1.6700000000000017,97.03,13514.0,13565.857142857143,13767.666666666666
2023-09-12,100.0,87.46,99.85,99.93,98.22,13782,0.15000000000000568,0.06999999999999318,1.7800000000000011,92.24,13927.0,13591.0,13764.7
2023-09-13,95.57,87.15,95.58,95.08,97.7,14777,-0.010000000000005116,0.4899999999999949,-2.1300000000000097,100.0,13782.0,13664.57142857143,13801.566666666668
2023-09-14,93.45,86.23,96.32,95.3,95.73,13904,-2.8699999999999903,-1.8499999999999943,-2.280000000000001,95.57,14777.0,13810.714285714286,13788.333333333334
2023-09-15,99.52,88.38,99.34,97.58,100.37,14471,0.1799999999999926,1.9399999999999977,-0.8500000000000085,93.45,13904.0,13973.285714285714,13788.133333333333
2023-09-16,96.48,87.79,97.93,97.67,96.76,13226,-1.4500000000000028,-1.1899999999999977,-0.28000000000000114,99.52,14471.0,13943.0,13773.166666666666
2023-09-17,97.18,87.12,97.75,99.51,99.12,13393,-0.5699999999999932,-2.3299999999999983,-1.9399999999999977,96.48,13226.0,13925.714285714286,13778.0
2023-09-18,94.02,87.46,95.9,97.11,95.86,15776,-1.8800000000000097,-3.0900000000000034,-1.8400000000000034,97.18,13393.0,14189.857142857143,13841.833333333334
2023-09-19,98.61,87.38,97.49,99.39,96.99,13596,1.1200000000000045,-0.7800000000000011,1.6200000000000045,94.02,15776.0,14163.285714285714,13873.7
2023-09-20,95.35,85.79,94.44,95.8,95.49,13929,0.9099999999999966,-0.45000000000000284,-0.14000000000000057,98.61,13596.0,14042.142857142857,13848.366666666667
2023-09-21,97.56,86.32,97.73,96.7,98.81,13610,-0.1700000000000017,0.8599999999999994,-1.25,95.35,13929.0,14000.142857142857,13863.8
2023-09-22,97.5,85.79,96.3,96.69,96.17,13292,1.2000000000000028,0.8100000000000023,1.3299999999999983,97.56,13610.0,13831.714285714286,13824.833333333334
2023-09-23,93.61,85.51,94.32,92.85,92.14,13326,-0.7099999999999937,0.7600000000000051,1.4699999999999989,97.5,13292.0,13846.0,13799.333333333334
2023-09-24,100.1,85.73,99.39,99.23,97.81,13509,0.7099999999999937,0.8699999999999903,2.289999999999992,93.61,13326.0,13862.57142857143,13753.666666666666
2023-09-25,94.74,87.55,95.9,95.28,96.39,16221,-1.1600000000000108,-0.5400000000000063,-1.6500000000000057,100.1,13509.0,13926.142857142857,13868.166666666666
2023-09-26,98.57,86.42,98.28,98.93,98.58,13097,0.28999999999999204,-0.36000000000001364,-0.010000000000005116,94.74,16221.0,13854.857142857143,13889.866666666667
2023-09-27,95.69,85.47,96.71,97.1,97.16,15581,-1.019999999999996,-1.4099999999999966,-1.4699999999999989,98.57,13097.0,14090.857142857143,13988.366666666667
2023-09-28,100.54,86.3,100.45,101.81,99.92,14006,0.09000000000000341,-1.269999999999996,0.6200000000000045,95.69,15581.0,14147.42857142857,13967.3
2023-09-29,97.07,87.21,96.83,96.35,98.61,13278,0.23999999999999488,0.7199999999999989,-1.5400000000000063,100.54,14006.0,14145.42857142857,13898.4
2023-09-30,96.91,86.55,96.59,96.56,96.08,12650,0.3199999999999932,0.3499999999999943,0.8299999999999983,97.07,13278.0,14048.857142857143,13844.933333333332
2023-10-01,97.01,86.21,96.65,98.45,95.82,12717,0.35999999999999943,-1.4399999999999977,1.190000000000012,96.91,12650.0,13935.714285714286,13804.8
2023-10-02,94.45,85.71,93.87,94.49,93.5,15037,0.5799999999999983,-0.03999999999999204,0.9500000000000028,97.01,12717.0,13766.57142857143,13845.666666666666
2023-10-03,98.29,86.44,98.9,96.5,97.77,15102,-0.6099999999999994,1.7900000000000063,0.5200000000000102,94.45,15037.0,14053.0,13918.666666666666
2023-10-04,94.37,86.33,93.98,91.21,92.76,14319,0.39000000000000057,3.160000000000011,1.6099999999999994,98.29,15102.0,13872.714285714286,13918.666666666666
2023-10-05,94.67,86.72,93.85,95.33,95.57,15411,0.8200000000000074,-0.6599999999999966,-0.8999999999999915,94.37,14319.0,14073.42857142857,13978.833333333334
2023-10-06,93.06,86.4,94.31,92.39,94.73,12834,-1.25,0.6700000000000017,-1.6700000000000017,94.67,15411.0,14010.0,13931.233333333334
2023-10-07,98.52,86.71,99.29,98.24,97.43,12272,-0.7700000000000102,0.28000000000000114,1.0899999999999892,93.06,12834.0,13956.0,13910.933333333332
2023-10-08,98.43,85.51,98.73,99.37,99.11,12078,-0.29999999999999716,-0.9399999999999977,-0.6799999999999926,98.52,12272.0,13864.714285714286,13869.1
2023-10-09,98.46,86.84,97.7,96.81,97.3,13172,0.7599999999999909,1.6499999999999915,1.1599999999999966,98.43,12078.0,13598.285714285714,13860.233333333334
2023-10-10,97.08,86.2,98.23,96.29,97.39,14780,-1.1500000000000057,0.789999999999992,-0.3100000000000023,98.46,13172.0,13552.285714285714,13902.433333333332
2023-10-11,97.67,87.87,97.23,98.24,98.9,14984,0.4399999999999977,-0.5699999999999932,-1.230000000000004,97.08,14780.0,13647.285714285714,13937.666666666666
2023-10-12,97.83,85.66,96.6,99.26,98.74,14553,1.230000000000004,-1.4300000000000068,-0.9099999999999966,97.67,14984.0,13524.714285714286,13963.366666666667
2023-10-13,96.36,87.84,96.29,95.03,96.04,12566,0.06999999999999318,1.3299999999999983,0.3199999999999932,97.83,14553.0,13486.42857142857,13889.666666666666
2023-10-14,96.82,86.32,97.52,96.12,97.19,13730,-0.7000000000000028,0.6999999999999886,-0.37000000000000455,96.36,12566.0,13694.714285714286,13883.866666666667
2023-10-15,97.21,85.69,97.41,96.87,98.89,13624,-0.20000000000000284,0.3399999999999892,-1.6800000000000068,96.82,13730.0,13915.57142857143,13855.633333333333
2023-10-16,98.59,85.94,98.4,97.77,95.61,14139,0.18999999999999773,0.8200000000000074,2.980000000000004,97.21,13624.0,14053.714285714286,13886.066666666668
2023-10-17,95.55,86.12,95.16,97.4,96.15,13468,0.39000000000000057,-1.8500000000000085,-0.6000000000000085,98.59,14139.0,13866.285714285714,13888.566666666668
2023-10-18,98.66,86.5,99.2,98.95,97.73,14986,-0.5400000000000063,-0.29000000000000625,0.9299999999999926,95.55,13468.0,13866.57142857143,13862.233333333334
2023-10-19,91.96,86.52,90.51,92.3,91.5,13380,1.4499999999999886,-0.3400000000000034,0.45999999999999375,98.66,14986.0,13699.0,13855.033333333333
2023-10-20,96.29,85.64,98.72,95.82,98.23,13670,-2.4299999999999926,0.4700000000000131,-1.9399999999999977,91.96,13380.0,13856.714285714286,13846.4
2023-10-21,95.99,85.9,96.58,96.26,93.99,13436,-0.5900000000000034,-0.27000000000001023,2.0,96.29,13670.0,13814.714285714286,13840.6
2023-10-22,92.55,87.6,93.18,95.47,91.55,13611,-0.6300000000000097,-2.9200000000000017,1.0,95.99,13436.0,13812.857142857143,13851.233333333334
2023-10-23,99.0,87.39,97.87,99.15,98.0,13227,1.1299999999999955,-0.15000000000000568,1.0,92.55,13611.0,13682.57142857143,13847.933333333332
2023-10-24,99.5,86.33,99.94,100.86,100.0,14808,-0.4399999999999977,-1.3599999999999994,-0.5,99.0,13227.0,13874.0,13891.233333333334
2023-10-25,96.04,86.26,95.6,94.33,96.52,13552,0.44000000000001194,1.710000000000008,-0.47999999999998977,99.5,14808.0,13669.142857142857,13802.266666666666
2023-10-26,99.13,86.38,98.25,97.77,98.72,14927,0.8799999999999955,1.3599999999999994,0.4099999999999966,96.04,13552.0,13890.142857142857,13863.266666666666
2023-10-27,100.5,86.91,100.16,99.4,99.86,13331,0.3400000000000034,1.0999999999999943,0.6400000000000006,99.13,14927.0,13841.714285714286,13788.266666666666
2023-10-28,97.91,85.91,96.62,99.26,97.26,13877,1.289999999999992,-1.3500000000000085,0.6499999999999915,100.5,13331.0,13904.714285714286,13783.966666666667
2023-10-29,99.17,86.26,99.52,98.49,100.05,13034,-0.3499999999999943,0.6800000000000068,-0.8799999999999955,97.91,13877.0,13822.285714285714,13775.833333333334
2023-10-30,95.91,85.14,95.94,97.39,95.79,13717,-0.030000000000001137,-1.480000000000004,0.11999999999999034,99.17,13034.0,13892.285714285714,13811.4
2023-10-31,99.11,86.76,96.42,98.28,99.1,13760,2.6899999999999977,0.8299999999999983,0.010000000000005116,95.91,13717.0,13742.57142857143,13846.166666666666
2023-11-01,94.21,87.07,95.31,94.56,94.44,15593,-1.1000000000000085,-0.3500000000000085,-0.23000000000000398,99.11,13760.0,14034.142857142857,13864.7
2023-11-02,94.44,86.28,94.53,96.07,95.2,14073,-0.09000000000000341,-1.6299999999999955,-0.7600000000000051,94.21,15593.0,13912.142857142857,13830.4
2023-11-03,96.33,87.74,96.87,95.07,95.44,13930,-0.5400000000000063,1.2600000000000051,0.8900000000000006,94.44,14073.0,13997.714285714286,13817.433333333332
2023-11-04,99.37,86.07,100.13,99.56,100.32,13080,-0.7599999999999909,-0.18999999999999773,-0.9499999999999886,96.33,13930.0,13883.857142857143,13739.733333333334
2023-11-05,94.9,85.77,95.14,96.67,95.18,12245,-0.23999999999999488,-1.769999999999996,-0.28000000000000114,99.37,13080.0,13771.142857142857,13720.1
2023-11-06,97.06,87.07,98.11,98.1,98.44,13844,-1.0499999999999972,-1.039999999999992,-1.3799999999999955,94.9,12245.0,13789.285714285714,13772.5
2023-11-07,98.48,87.61,99.05,98.67,98.89,13872,-0.5699999999999932,-0.18999999999999773,-0.4099999999999966,97.06,13844.0,13805.285714285714,13832.3
2023-11-08,97.83,88.0,98.66,97.67,97.36,14812,-0.8299999999999983,0.1599999999999966,0.46999999999999886,98.48,13872.0,13693.714285714286,13886.966666666667
2023-11-09,100.61,86.75,101.11,98.11,102.03,13467,-0.5,2.5,-1.4200000000000017,97.83,14812.0,13607.142857142857,13843.2
2023-11-10,97.08,88.01,96.43,95.69,96.82,14058,0.6499999999999915,1.3900000000000006,0.2600000000000051,100.61,13467.0,13625.42857142857,13812.333333333334
2023-11-11,98.91,87.41,97.19,99.71,98.57,13022,1.7199999999999989,-0.7999999999999972,0.3400000000000034,97.08,14058.0,13617.142857142857,13761.3
2023-11-12,94.98,87.61,95.04,94.85,95.52,13244,-0.060000000000002274,0.13000000000000966,-0.539999999999992,98.91,13022.0,13759.857142857143,13783.9
2023-11-13,95.47,88.36,94.89,95.91,96.08,14473,0.5799999999999983,-0.4399999999999977,-0.6099999999999994,94.98,13244.0,13849.714285714286,13808.666666666666
2023-11-14,98.95,88.35,100.07,98.13,97.44,15230,-1.1199999999999903,0.8200000000000074,1.5100000000000051,95.47,14473.0,14043.714285714286,13862.2
2023-11-15,97.03,86.72,97.89,95.39,94.75,14497,-0.8599999999999994,1.6400000000000006,2.280000000000001,98.95,15230.0,13998.714285714286,13874.133333333333
2023-11-16,98.45,88.93,96.72,98.25,100.08,13770,1.730000000000004,0.20000000000000284,-1.6299999999999955,97.03,14497.0,14042.0,13884.2
2023-11-17,97.37,88.83,96.12,98.38,98.74,12549,1.25,-1.009999999999991,-1.3699999999999903,98.45,13770.0,13826.42857142857,13802.966666666667
2023-11-18,93.87,87.45,95.12,94.65,94.24,12908,-1.25,-0.7800000000000011,-0.36999999999999034,97.37,12549.0,13810.142857142857,13787.233333333334
2023-11-19,97.75,88.3,98.68,101.0,97.03,13191,-0.9300000000000068,-3.25,0.7199999999999989,93.87,12908.0,13802.57142857143,13771.266666666666
2023-11-20,95.45,88.18,95.72,93.5,95.52,13897,-0.269999999999996,1.9500000000000028,-0.06999999999999318,97.75,13191.0,13720.285714285714,13786.633333333333
2023-11-21,100.77,88.49,99.75,101.07,100.1,14243,1.019999999999996,-0.29999999999999716,0.6700000000000017,95.45,13897.0,13579.285714285714,13807.7
2023-11-22,98.34,87.7,97.74,97.69,98.22,15163,0.6000000000000085,0.6500000000000057,0.12000000000000455,100.77,14243.0,13674.42857142857,13872.233333333334
2023-11-23,94.75,87.34,94.75,95.19,94.61,13942,0.0,-0.4399999999999977,0.14000000000000057,98.34,15163.0,13699.0,13843.366666666667
2023-11-24,98.9,88.05,97.52,97.87,97.94,13304,1.3800000000000097,1.0300000000000011,0.960000000000008,94.75,13942.0,13806.857142857143,13835.1
2023-11-25,96.67,89.07,95.34,96.83,99.01,14075,1.3299999999999983,-0.1599999999999966,-2.3400000000000034,98.9,13304.0,13973.57142857143,13806.7
2023-11-26,100.36,88.77,99.18,99.63,99.97,13384,1.1799999999999926,0.730000000000004,0.39000000000000057,96.67,14075.0,14001.142857142857,13808.466666666667
2023-11-27,99.67,88.27,100.1,99.09,99.9,13932,-0.4299999999999926,0.5799999999999983,-0.23000000000000398,100.36,13384.0,14006.142857142857,13810.3
2023-11-28,95.54,89.07,95.49,95.92,96.68,14309,0.05000000000001137,-0.37999999999999545,-1.1400000000000006,99.67,13932.0,14015.57142857143,13852.8
2023-11-29,98.67,86.33,99.54,96.86,98.2,14192,-0.8700000000000045,1.8100000000000023,0.46999999999999886,95.54,14309.0,13876.857142857143,13868.633333333333
2023-11-30,100.54,89.14,99.19,99.46,101.98,13656,1.3500000000000085,1.0800000000000125,-1.4399999999999977,98.67,14192.0,13836.0,13865.166666666666
2023-12-01,98.47,86.97,98.0,99.37,97.19,13185,0.46999999999999886,-0.9000000000000057,1.2800000000000011,100.54,13656.0,13819.0,13784.9
2023-12-02,99.16,88.15,99.5,98.95,98.82,13660,-0.3400000000000034,0.20999999999999375,0.3400000000000034,98.47,13185.0,13759.714285714286,13771.133333333333
2023-12-03,95.57,87.59,96.57,96.23,94.0,13194,-1.0,-0.6600000000000108,1.5699999999999932,99.16,13660.0,13732.57142857143,13746.6
2023-12-04,98.59,87.28,97.06,95.76,97.2,12596,1.5300000000000011,2.8299999999999983,1.3900000000000006,95.57,13194.0,13541.714285714286,13730.466666666667
2023-12-05,98.07,88.93,97.94,96.62,96.79,15660,0.12999999999999545,1.4499999999999886,1.279999999999987,98.59,12596.0,13734.714285714286,13844.3
2023-12-06,102.33,87.88,102.09,101.22,101.96,14883,0.23999999999999488,1.1099999999999994,0.37000000000000455,98.07,15660.0,13833.42857142857,13878.933333333332
2023-12-07,98.3,88.33,97.24,99.8,97.59,13348,1.0600000000000023,-1.5,0.7099999999999937,102.33,14883.0,13789.42857142857,13861.466666666667
2023-12-08,101.99,87.86,102.14,101.43,99.98,13125,-0.15000000000000568,0.5599999999999881,2.009999999999991,98.3,13348.0,13780.857142857143,13805.233333333334
2023-12-09,98.13,88.29,97.24,98.21,97.69,13140,0.8900000000000006,-0.0799999999999983,0.4399999999999977,101.99,13125.0,13706.57142857143,13794.333333333334
2023-12-10,95.89,88.06,97.2,95.74,94.67,14505,-1.3100000000000023,0.15000000000000568,1.2199999999999989,98.13,13140.0,13893.857142857143,13809.233333333334
2023-12-11,94.06,87.0,93.05,95.14,94.72,13292,1.0100000000000051,-1.0799999999999983,-0.6599999999999966,95.89,14505.0,13993.285714285714,13818.233333333334
2023-12-12,94.21,88.48,94.46,95.54,92.81,15351,-0.25,-1.3300000000000125,1.3999999999999915,94.06,13292.0,13949.142857142857,13888.466666666667
2023-12-13,92.35,87.49,94.03,96.27,94.35,16647,-1.6800000000000068,-3.9200000000000017,-2.0,94.21,15351.0,14201.142857142857,13960.933333333332
2023-12-14,96.47,86.42,97.93,96.08,94.88,13881,-1.460000000000008,0.39000000000000057,1.5900000000000034,92.35,16647.0,14277.285714285714,13915.966666666667
2023-12-15,97.6,86.9,98.83,97.54,97.59,13530,-1.230000000000004,0.05999999999998806,0.009999999999990905,96.47,13881.0,14335.142857142857,13883.733333333334
2023-12-16,96.41,88.09,93.68,95.16,96.57,12211,2.7299999999999898,1.25,-0.1599999999999966,97.6,13530.0,14202.42857142857,13831.766666666666
2023-12-17,99.74,87.58,99.43,100.02,99.73,13171,0.30999999999998806,-0.28000000000000114,0.009999999999990905,96.41,12211.0,14011.857142857143,13852.5
2023-12-18,94.3,86.81,95.14,95.63,94.98,14190,-0.8400000000000034,-1.3299999999999983,-0.6800000000000068,99.74,13171.0,14140.142857142857,13895.233333333334
2023-12-19,96.68,87.14,96.18,96.57,97.41,15118,0.5,0.11000000000001364,-0.7299999999999898,94.3,14190.0,14106.857142857143,13959.466666666667
2023-12-20,99.97,87.36,100.36,101.46,100.6,15853,-0.39000000000000057,-1.4899999999999949,-0.6299999999999955,96.68,15118.0,13993.42857142857,14024.666666666666
2023-12-21,101.47,89.0,100.49,101.51,101.27,13738,0.980000000000004,-0.04000000000000625,0.20000000000000284,99.97,15853.0,13973.0,14007.833333333334
2023-12-22,97.55,87.81,99.7,96.36,95.91,12290,-2.1500000000000057,1.1899999999999977,1.6400000000000006,101.47,13738.0,13795.857142857143,13912.066666666668
2023-12-23,97.4,87.62,96.27,97.19,96.43,12954,1.1300000000000097,0.21000000000000796,0.9699999999999989,97.55,12290.0,13902.0,13879.133333333333
2023-12-24,92.13,88.03,92.35,94.9,91.03,13686,-0.21999999999999886,-2.7700000000000102,1.0999999999999943,97.4,12954.0,13975.57142857143,13891.866666666667
2023-12-25,95.65,87.41,95.41,96.11,95.35,14139,0.2400000000000091,-0.45999999999999375,0.30000000000001137,92.13,13686.0,13968.285714285714,13894.0
2023-12-26,95.83,87.14,97.74,96.8,96.23,14674,-1.9099999999999966,-0.9699999999999989,-0.4000000000000057,95.65,14139.0,13904.857142857143,13937.0
2023-12-27,96.68,87.0,97.11,95.58,95.66,14719,-0.4299999999999926,1.1000000000000085,1.0200000000000102,95.83,14674.0,13742.857142857143,13963.233333333334
2023-12-28,96.54,87.2,95.35,96.08,96.96,15351,1.190000000000012,0.46000000000000796,-0.4199999999999875,96.68,14719.0,13973.285714285714,13997.966666666667
2023-12-29,97.03,87.57,95.84,97.75,96.32,13803,1.1899999999999977,-0.7199999999999989,0.710000000000008,96.54,15351.0,14189.42857142857,13985.0
2023-12-30,97.21,88.08,99.5,95.48,96.65,12934,-2.2900000000000063,1.7299999999999898,0.5599999999999881,97.03,13803.0,14186.57142857143,13960.933333333332
2023-12-31,97.22,87.7,96.79,97.27,96.6,12913,0.4299999999999926,-0.04999999999999716,0.6200000000000045,97.21,12934.0,14076.142857142857,13951.866666666667
2024-01-01,99.11,88.33,97.8,97.11,98.59,13517,1.3100000000000023,2.0,0.519999999999996,97.22,12913.0,13987.285714285714,13947.1
2024-01-02,98.81,87.67,99.09,100.06,97.97,15917,-0.28000000000000114,-1.25,0.8400000000000034,99.11,13517.0,14164.857142857143,14037.866666666667
2024-01-03,94.61,87.83,93.02,95.32,95.17,14636,1.5900000000000034,-0.7099999999999937,-0.5600000000000023,98.81,15917.0,14153.0,14105.866666666667
2024-01-04,98.5,86.38,99.21,98.99,99.9,14553,-0.7099999999999937,-0.4899999999999949,-1.4000000000000057,94.61,14636.0,14039.0,14068.966666666667
2024-01-05,97.28,88.44,98.57,97.62,97.73,13477,-1.289999999999992,-0.3400000000000034,-0.45000000000000284,98.5,14553.0,13992.42857142857,14022.1
2024-01-06,98.17,87.87,98.83,97.62,97.82,13898,-0.6599999999999966,0.5499999999999972,0.3500000000000085,97.28,13477.0,14130.142857142857,14040.433333333332
